2021-01-15 00:52:38 |WARN  |main |NacosPropertySourceBuilder.java:87 |com.alibaba.cloud.nacos.client.NacosPropertySourceBuilder |Ignore the empty nacos configuration and get it based on dataId[service-cms] & group[DEFAULT_GROUP]
2021-01-15 21:05:45 |WARN  |com.alibaba.nacos.naming.beat.sender |HttpClient.java:95 |com.alibaba.nacos.client.naming |failed to request http://39.102.46.244:8848/nacos/v1/ns/instance/beat?beat=%7B%22cluster%22%3A%22DEFAULT%22%2C%22ip%22%3A%22192.168.152.143%22%2C%22metadata%22%3A%7B%22preserved.register.source%22%3A%22SPRING_CLOUD%22%7D%2C%22period%22%3A5000%2C%22port%22%3A8140%2C%22scheduled%22%3Afalse%2C%22serviceName%22%3A%22DEFAULT_GROUP%40%40service-cms%22%2C%22stopped%22%3Afalse%2C%22weight%22%3A1.0%7D&app=service-cms&serviceName=DEFAULT_GROUP%40%40service-cms&encoding=UTF-8&namespaceId=public from 39.102.46.244
2021-01-15 21:05:53 |WARN  |com.alibaba.nacos.naming.beat.sender |HttpClient.java:95 |com.alibaba.nacos.client.naming |failed to request http://39.102.46.244:8848/nacos/v1/ns/instance/beat?beat=%7B%22cluster%22%3A%22DEFAULT%22%2C%22ip%22%3A%22192.168.152.143%22%2C%22metadata%22%3A%7B%22preserved.register.source%22%3A%22SPRING_CLOUD%22%7D%2C%22period%22%3A5000%2C%22port%22%3A8140%2C%22scheduled%22%3Afalse%2C%22serviceName%22%3A%22DEFAULT_GROUP%40%40service-cms%22%2C%22stopped%22%3Afalse%2C%22weight%22%3A1.0%7D&app=service-cms&serviceName=DEFAULT_GROUP%40%40service-cms&encoding=UTF-8&namespaceId=public from 39.102.46.244
2021-01-15 21:07:06 |WARN  |http-nio-8140-exec-10 |PoolBase.java:179 |com.zaxxer.hikari.pool.PoolBase |HikariPool-1 - Failed to validate connection com.mysql.cj.jdbc.ConnectionImpl@163b1ae8 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-01-15 21:07:06 |WARN  |http-nio-8140-exec-10 |PoolBase.java:179 |com.zaxxer.hikari.pool.PoolBase |HikariPool-1 - Failed to validate connection com.mysql.cj.jdbc.ConnectionImpl@7ba9aba (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-01-15 21:07:06 |WARN  |http-nio-8140-exec-10 |PoolBase.java:179 |com.zaxxer.hikari.pool.PoolBase |HikariPool-1 - Failed to validate connection com.mysql.cj.jdbc.ConnectionImpl@4650fa08 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-01-15 21:07:06 |WARN  |http-nio-8140-exec-10 |PoolBase.java:179 |com.zaxxer.hikari.pool.PoolBase |HikariPool-1 - Failed to validate connection com.mysql.cj.jdbc.ConnectionImpl@6eebaa2c (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-01-15 21:07:06 |WARN  |http-nio-8140-exec-10 |PoolBase.java:179 |com.zaxxer.hikari.pool.PoolBase |HikariPool-1 - Failed to validate connection com.mysql.cj.jdbc.ConnectionImpl@28888f5 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-01-15 21:07:06 |WARN  |http-nio-8140-exec-10 |PoolBase.java:179 |com.zaxxer.hikari.pool.PoolBase |HikariPool-1 - Failed to validate connection com.mysql.cj.jdbc.ConnectionImpl@43c9a216 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-01-15 21:07:06 |WARN  |http-nio-8140-exec-10 |PoolBase.java:179 |com.zaxxer.hikari.pool.PoolBase |HikariPool-1 - Failed to validate connection com.mysql.cj.jdbc.ConnectionImpl@7040da89 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-01-15 21:07:06 |WARN  |http-nio-8140-exec-10 |PoolBase.java:179 |com.zaxxer.hikari.pool.PoolBase |HikariPool-1 - Failed to validate connection com.mysql.cj.jdbc.ConnectionImpl@4b9661d (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-01-15 21:07:06 |WARN  |http-nio-8140-exec-10 |PoolBase.java:179 |com.zaxxer.hikari.pool.PoolBase |HikariPool-1 - Failed to validate connection com.mysql.cj.jdbc.ConnectionImpl@42b0995f (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-01-15 21:07:06 |WARN  |http-nio-8140-exec-10 |PoolBase.java:179 |com.zaxxer.hikari.pool.PoolBase |HikariPool-1 - Failed to validate connection com.mysql.cj.jdbc.ConnectionImpl@4c675a0d (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-01-15 21:27:38 |WARN  |http-nio-8140-exec-6 |PoolBase.java:179 |com.zaxxer.hikari.pool.PoolBase |HikariPool-1 - Failed to validate connection com.mysql.cj.jdbc.ConnectionImpl@75435559 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-01-15 21:27:42 |WARN  |http-nio-8140-exec-8 |PoolBase.java:179 |com.zaxxer.hikari.pool.PoolBase |HikariPool-1 - Failed to validate connection com.mysql.cj.jdbc.ConnectionImpl@505d8a6e (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-01-15 21:27:43 |WARN  |http-nio-8140-exec-6 |PoolBase.java:179 |com.zaxxer.hikari.pool.PoolBase |HikariPool-1 - Failed to validate connection com.mysql.cj.jdbc.ConnectionImpl@27bcbb1e (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-01-15 21:27:47 |WARN  |http-nio-8140-exec-8 |PoolBase.java:179 |com.zaxxer.hikari.pool.PoolBase |HikariPool-1 - Failed to validate connection com.mysql.cj.jdbc.ConnectionImpl@23aa450b (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-01-15 21:27:47 |WARN  |http-nio-8140-exec-9 |PoolBase.java:179 |com.zaxxer.hikari.pool.PoolBase |HikariPool-1 - Failed to validate connection com.mysql.cj.jdbc.ConnectionImpl@75826660 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-01-15 21:27:48 |WARN  |http-nio-8140-exec-6 |PoolBase.java:179 |com.zaxxer.hikari.pool.PoolBase |HikariPool-1 - Failed to validate connection com.mysql.cj.jdbc.ConnectionImpl@61eae960 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-01-15 21:27:52 |WARN  |http-nio-8140-exec-8 |PoolBase.java:179 |com.zaxxer.hikari.pool.PoolBase |HikariPool-1 - Failed to validate connection com.mysql.cj.jdbc.ConnectionImpl@7899526f (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-01-15 21:27:52 |WARN  |http-nio-8140-exec-9 |PoolBase.java:179 |com.zaxxer.hikari.pool.PoolBase |HikariPool-1 - Failed to validate connection com.mysql.cj.jdbc.ConnectionImpl@48881932 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-01-15 21:27:53 |WARN  |http-nio-8140-exec-6 |PoolBase.java:179 |com.zaxxer.hikari.pool.PoolBase |HikariPool-1 - Failed to validate connection com.mysql.cj.jdbc.ConnectionImpl@764fd508 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-01-15 21:27:56 |WARN  |http-nio-8140-exec-10 |PoolBase.java:179 |com.zaxxer.hikari.pool.PoolBase |HikariPool-1 - Failed to validate connection com.mysql.cj.jdbc.ConnectionImpl@1c096e46 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-01-15 21:35:54 |WARN  |com.alibaba.nacos.naming.beat.sender |HttpClient.java:95 |com.alibaba.nacos.client.naming |failed to request http://39.102.46.244:8848/nacos/v1/ns/instance/beat?beat=%7B%22cluster%22%3A%22DEFAULT%22%2C%22ip%22%3A%22192.168.152.143%22%2C%22metadata%22%3A%7B%22preserved.register.source%22%3A%22SPRING_CLOUD%22%7D%2C%22period%22%3A5000%2C%22port%22%3A8140%2C%22scheduled%22%3Afalse%2C%22serviceName%22%3A%22DEFAULT_GROUP%40%40service-cms%22%2C%22stopped%22%3Afalse%2C%22weight%22%3A1.0%7D&app=service-cms&serviceName=DEFAULT_GROUP%40%40service-cms&encoding=UTF-8&namespaceId=public from 39.102.46.244
2021-01-15 23:24:51 |WARN  |http-nio-8140-exec-8 |PoolBase.java:179 |com.zaxxer.hikari.pool.PoolBase |HikariPool-1 - Failed to validate connection com.mysql.cj.jdbc.ConnectionImpl@6a06d85c (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-01-15 23:24:56 |WARN  |http-nio-8140-exec-8 |PoolBase.java:179 |com.zaxxer.hikari.pool.PoolBase |HikariPool-1 - Failed to validate connection com.mysql.cj.jdbc.ConnectionImpl@766fa2c (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-01-15 23:24:56 |WARN  |http-nio-8140-exec-9 |PoolBase.java:179 |com.zaxxer.hikari.pool.PoolBase |HikariPool-1 - Failed to validate connection com.mysql.cj.jdbc.ConnectionImpl@515ce4ce (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-01-15 23:25:01 |WARN  |http-nio-8140-exec-8 |PoolBase.java:179 |com.zaxxer.hikari.pool.PoolBase |HikariPool-1 - Failed to validate connection com.mysql.cj.jdbc.ConnectionImpl@417afb4b (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-01-15 23:25:01 |WARN  |http-nio-8140-exec-9 |PoolBase.java:179 |com.zaxxer.hikari.pool.PoolBase |HikariPool-1 - Failed to validate connection com.mysql.cj.jdbc.ConnectionImpl@5541d903 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-01-15 23:25:06 |WARN  |http-nio-8140-exec-8 |PoolBase.java:179 |com.zaxxer.hikari.pool.PoolBase |HikariPool-1 - Failed to validate connection com.mysql.cj.jdbc.ConnectionImpl@7ebde284 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-01-15 23:25:06 |WARN  |http-nio-8140-exec-9 |PoolBase.java:179 |com.zaxxer.hikari.pool.PoolBase |HikariPool-1 - Failed to validate connection com.mysql.cj.jdbc.ConnectionImpl@d064c0c (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-01-15 23:25:11 |WARN  |http-nio-8140-exec-8 |PoolBase.java:179 |com.zaxxer.hikari.pool.PoolBase |HikariPool-1 - Failed to validate connection com.mysql.cj.jdbc.ConnectionImpl@65c03aca (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2021-01-15 23:25:11 |WARN  |http-nio-8140-exec-9 |PoolBase.java:179 |com.zaxxer.hikari.pool.PoolBase |HikariPool-1 - Failed to validate connection com.mysql.cj.jdbc.ConnectionImpl@7fa9008a (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
